text,label,source,clean_text
Pembuat Iklan KPR BRI Bayar ke Gedung Joang,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pembuat iklan kpr bri bayar ke gedung joang
"Mantap! BRI Catat Kenaikan Bisnis Nasabah Premium 22,5%",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap bri catat kenaikan bisnis nasabah premium
"Uang Raib Rp 6 Juta, Nasabah BRI Lapor ke Polres Jakpus",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,uang raib rp juta nasabah bri lapor ke polres jakpus
"Raup Laba Rp.23,5 Triliun, Efisiensi dan FBI Topang Kinerja BRI Di Triwulan III 2018",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,raup laba rp triliun efisiensi dan fbi topang kinerja bri di triwulan iii
Mudah Mengelola Keuangan dengan Cash Management System BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mudah mengelola keuangan dengan cash management system bri
2 Perampok BRI di Kampar Riau Masih Diburu,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok bri di kampar riau masih diburu
"Hadirkan Figur Inspiratif UMKM, BRI Ajak Makin Bertumbuh",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,hadirkan figur inspiratif umkm bri ajak makin bertumbuh
Dirut BRI Sunarso Dinobatkan Sebagai Tokoh Finansial Indonesia 2020,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri sunarso dinobatkan sebagai tokoh finansial indonesia
BRI Peduli Jadikan Desa Ini Sebagai Percontohan Pengelolaan Sampah,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri peduli jadikan desa ini sebagai percontohan pengelolaan sampah
BRI Bantu Kembangkan Kawasan Pecinan Kya-Kya sebagai Ikon Surabaya,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bantu kembangkan kawasan pecinan kya kya sebagai ikon surabaya
Bank BRI dan Kemenpar Gelar Pesona Mudik 2018 Bareng Para Artis,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri dan kemenpar gelar pesona mudik bareng para artis
BRI Luncurkan Outlet Digital di Terminal 3 Bandara Soetta,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri luncurkan outlet digital di terminal bandara soetta
"Fokus Sustainabilitas Kinerja, BRI Raih 14 Penghargaan ESG Awards 2020",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,fokus sustainabilitas kinerja bri raih penghargaan esg awards
"Festival Keimigrasian, Imigrasi Gandeng BRI Layani 1.400 Pemohon",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,festival keimigrasian imigrasi gandeng bri layani pemohon
Semen Padang Kerja Sama Pengelolaan Dana Pensiun ke DPLK BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,semen padang kerja sama pengelolaan dana pensiun ke dplk bri
"Ini Lokasi Tukar Uang THR Lebaran Mandiri, BRI, BNI, BSI, BCA",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ini lokasi tukar uang thr lebaran mandiri bri bni bsi bca
"Truk Milik Bank BRI Dirampok, Pelaku Bawa Pistol",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,truk milik bank bri dirampok pelaku bawa pistol
Simak! Ini Penyebab Laba BRI Melesat 67% Jadi Rp 51 T di 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,simak ini penyebab laba bri melesat jadi rp t di
"Bentuk Holding Ultra Mikro, Erick Thohir Serahkan Saham Pegadaian dan PNM kepada BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bentuk holding ultra mikro erick thohir serahkan saham pegadaian dan pnm kepada bri
Bank BRI Dibobol Pedagang Sembako Rp 20 Miliar,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri dibobol pedagang sembako rp miliar
Ini Target Penyaluran KUR BRI di 2016,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ini target penyaluran kur bri di
Leadership Kuat Bawa Dirut BRI Sunarso Menjadi Indonesia Best CEO 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,leadership kuat bawa dirut bri sunarso menjadi indonesia best ceo
"BRI Gelar Kompetisi Data Hackathon 2021, Berhadiah Rp 450 Juta",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gelar kompetisi data hackathon berhadiah rp juta
"Komitmen Bisnis Berkelanjutan, BRI Gabung Jadi Member UNGC",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,komitmen bisnis berkelanjutan bri gabung jadi member ungc
"Heboh SVB Kolaps, Ini Pandangan BRI!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,heboh svb kolaps ini pandangan bri
"Tawarkan Promo Menabung, BRI Agro Catat DPK Rp 21,14 T di Akhir 2019",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tawarkan promo menabung bri agro catat dpk rp t di akhir
"Dorong UMKM Binaan, BRI Gelar Bazaar Klaster Mantriku",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dorong umkm binaan bri gelar bazaar klaster mantriku
"Brankas BRI Dibobol Perampok, Ratusan Juta Raib",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,brankas bri dibobol perampok ratusan juta raib
6.000 Nasabah BRI Nikmati Mudik Gratis,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,nasabah bri nikmati mudik gratis
"Siapkan Program Cicilan Menarik, BRI Beri Kemudahan Peserta JKN–KIS",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,siapkan program cicilan menarik bri beri kemudahan peserta jkn kis
"Investigasi Berjalan, BRI Nonaktifkan Pekerja Terduga Pelaku Pelecehan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,investigasi berjalan bri nonaktifkan pekerja terduga pelaku pelecehan
"Strategi Hybrid Bank Ala BRI, Kunci Dongkrak Inklusi Keuangan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,strategi hybrid bank ala bri kunci dongkrak inklusi keuangan
"Gedung BRI Geger Virus Corona, Setelah Dicek Cuma Radang Tenggorokan",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,gedung bri geger virus corona setelah dicek cuma radang tenggorokan
"Deteksi Suhu Tubuh Ojol Pakai Drone, Polri Gandeng BRI Cegah Corona",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,deteksi suhu tubuh ojol pakai drone polri gandeng bri cegah corona
Dana Right Issue BRI untuk Modal Kerja dan Pembentukan Holding UMi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dana right issue bri untuk modal kerja dan pembentukan holding umi
"Digadang Jadi Bos PLN, Ini Komentar Dirut BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,digadang jadi bos pln ini komentar dirut bri
Konsistensi Bawa BRI Raih Penghargaan Penerapan ESG,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,konsistensi bawa bri raih penghargaan penerapan esg
Meneropong Saham BBRI Setelah Sentuh Level Tertinggi Sepanjang Masa,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,meneropong saham bbri setelah sentuh level tertinggi sepanjang masa
"VIDEO: Right Issue BRI Capai Target, Peroleh Dana Penuh Rp 96 Triliun, Tertinggi di Asia Tenggara",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,video right issue bri capai target peroleh dana penuh rp triliun tertinggi di asia tenggara
"BRI Salurkan Bantuan ke Warga Ciledug, Tangerang & Garut",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri salurkan bantuan ke warga ciledug tangerang garut
Kemendag dan BRI Teken MoU Dukung Pembiayaan Ekspor UKM,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kemendag dan bri teken mou dukung pembiayaan ekspor ukm
Dapatkan Return Menarik dengan Berinvestasi ORI di BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dapatkan return menarik dengan berinvestasi ori di bri
"BRI Salurkan KUR Rp 90,1 Triliun Hingga Kuartal III 2020",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri salurkan kur rp triliun hingga kuartal iii
Wujud Apresiasi BRI Cabang Surabaya Jemursari kepada Nasabah,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,wujud apresiasi bri cabang surabaya jemursari kepada nasabah
BRI Siapkan 13 Ribu Kartu Brizzi Untuk 3 Bulan di Tol Palindra,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan ribu kartu brizzi untuk bulan di tol palindra
Dua Pembobol BRI Dituntut Hukuman 20 Tahun Penjara,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,dua pembobol bri dituntut hukuman tahun penjara
Pembobol BRI Divonis 15 Tahun,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pembobol bri divonis tahun
BRI Kembali Gelar Donor Darah untuk Kesehatan Masyarakat,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembali gelar donor darah untuk kesehatan masyarakat
"Kredit Fiktif, Kepala BRI Grendeng Ditahan Kejaksaan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kredit fiktif kepala bri grendeng ditahan kejaksaan
"Perampok BRI Itu Ternyata Sedang Galau, Belajar Rakit Bom di Youtube",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok bri itu ternyata sedang galau belajar rakit bom di youtube
Buka-Bukaan Prospek UMKM di BRI Microfinance Outlook 2023,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,buka bukaan prospek umkm di bri microfinance outlook
"Bahas Prospek Ekonomi, BRI Gelar Microfinance Outlook 2023",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bahas prospek ekonomi bri gelar microfinance outlook
Tanggapan BRI untuk Surat Bapak Arman,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk surat bapak arman
"BRI Salurkan Donasi Rp 7,2 miliar Bantu Masyarakat Pekerja Informal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri salurkan donasi rp miliar bantu masyarakat pekerja informal
Polisi Segera Sebar Sketsa Perampok BRI RS Sardjito Yogyakarta,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi segera sebar sketsa perampok bri rs sardjito yogyakarta
Asyik! BRI Agro Bagikan 40 persen Laba 2017 Untuk Dividen,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,asyik bri agro bagikan persen laba untuk dividen
Di Tengah Akselerasi Kualitas Penyaluran KUR BRI Tetap Terjaga,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,di tengah akselerasi kualitas penyaluran kur bri tetap terjaga
BRI Ventures Siap Dukung Pendanaan UMKM Rintisan Digital,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ventures siap dukung pendanaan umkm rintisan digital
"Gara-gara Tak Dipasok Listrik, BRI Terpaksa Offline",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,gara gara tak dipasok listrik bri terpaksa offline
"Sasar Seluruh Lapisan Masyarakat, BRI Pakai Jurus Ini",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sasar seluruh lapisan masyarakat bri pakai jurus ini
"Cegah Skimming Meluas, BRI Blokir 2.500 ATM Nasabahnya",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,cegah skimming meluas bri blokir atm nasabahnya
"Tersangka Pembobol Brankas BRI Medan Rp 1,6 M Ditangkap di Riau",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,tersangka pembobol brankas bri medan rp m ditangkap di riau
"BRI Raih Laba Bersih Rp39,31 Triliun dalam 9 Bulan Terakhir",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raih laba bersih rp triliun dalam bulan terakhir
Yuk Intip! Suasana The New Normal di Bank BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,yuk intip suasana the new normal di bank bri
"Video: QLola by BRI, Solusi Terkini Layanan Wholesale Banking",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,video qlola by bri solusi terkini layanan wholesale banking
"Sukses Implementasikan ESG, BRI Borong 3 Penghargaan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sukses implementasikan esg bri borong penghargaan
"BRI Layani Penukaran Uang Baru, Cek Jadwal dan Lokasinya",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri layani penukaran uang baru cek jadwal dan lokasinya
"BRI Setor Dividen dan Pajak Rp136,5 Triliun ke Kas Negara",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri setor dividen dan pajak rp triliun ke kas negara
BRI Dorong Ekonomi Lokal Melalui Pemberdayaan Desa,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dorong ekonomi lokal melalui pemberdayaan desa
Perampok BRI Syariah Cipulir Masih Buron,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok bri syariah cipulir masih buron
"Kasus Kredit Macet, Kejaksaan Tahan Stafsus BRI",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kasus kredit macet kejaksaan tahan stafsus bri
Laporan Double Transaksi BRI belum Ada Solusi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,laporan double transaksi bri belum ada solusi
"Merger BRI-Pegadaian-PNM, Erick: Bukan Mau Monopoli UMKM",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,merger bri pegadaian pnm erick bukan mau monopoli umkm
"Tampil di Tong-Tong Fair, BRI Bawa UMKM Go Global",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tampil di tong tong fair bri bawa umkm go global
Jasad Karyawati BRI Syariah Ditemukan di Bawah Jembatan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,jasad karyawati bri syariah ditemukan di bawah jembatan
Nasabah BRI Juga Mudik Gratis,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,nasabah bri juga mudik gratis
Tim Sukses SBY Selidiki Isu Kredit BRI Diputihkan Bila Mega Menang,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,tim sukses sby selidiki isu kredit bri diputihkan bila mega menang
Pegawai BRI Tak Tahu Sumber Duit Pelunasan Utang PT Mitra Mobilindo,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pegawai bri tak tahu sumber duit pelunasan utang pt mitra mobilindo
BRI Targetkan Migrasi Kartu Chip Rampung Tahun Depan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri targetkan migrasi kartu chip rampung tahun depan
Kawanan Pembobol Mesin ATM BRI di Bogor Ditangkap,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kawanan pembobol mesin atm bri di bogor ditangkap
"CASA Meningkat Double Digit, BRI Perkuat Segmen Retail",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,casa meningkat double digit bri perkuat segmen retail
"Kantor BRI di Banjarmasin Terbakar, Karyawan Panik",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kantor bri di banjarmasin terbakar karyawan panik
"Menanam, Wujud Nyata BRI Selamatkan Bumi dan Berdayakan UMKM Desa",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,menanam wujud nyata bri selamatkan bumi dan berdayakan umkm desa
"Bangun Ekosistem Digital, BRI Pertegas Posisi Fokus di Segmen UMKM",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bangun ekosistem digital bri pertegas posisi fokus di segmen umkm
"Bank BRI di Kabupaten Badung Dirampok, Rp 295 Juta Amblas",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri di kabupaten badung dirampok rp juta amblas
"BRI Siapkan Rp1,5 Triliun Akuisisi Perusahaan Asuransi",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan rp triliun akuisisi perusahaan asuransi
BRI x Sarinah: Ramadan Bless Festival,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri x sarinah ramadan bless festival
BRI Beri Layanan Terbatas dan Weekend Banking,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri beri layanan terbatas dan weekend banking
Bamsoet Minta LPS Segera Ganti Dana Puluhan Nasabah BRI Kediri,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bamsoet minta lps segera ganti dana puluhan nasabah bri kediri
BRI Serahkan Sertifikat Halal ke 4 UMKM Binaan di Acara Bazar Bulanan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri serahkan sertifikat halal ke umkm binaan di acara bazar bulanan
"Juarai Piala AFF, BRI Beri Bonus Rp1 M ke Timnas U-16",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,juarai piala aff bri beri bonus rp m ke timnas u
"Ikuti BRI Run, Sandiaga Ungguli Bima Arya di Garis Finish",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ikuti bri run sandiaga ungguli bima arya di garis finish
"Keluar dari Ancaman Skimming, BRI Gunakan Sistem Chip Pada Kartu",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,keluar dari ancaman skimming bri gunakan sistem chip pada kartu
"Kembangkan UMK, BRI Beri Layanan untuk Perseroan Perseorangan",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kembangkan umk bri beri layanan untuk perseroan perseorangan
BRI & Mirae Kolaborasi Tingkatkan Literasi Lewat Digitalisasi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri mirae kolaborasi tingkatkan literasi lewat digitalisasi
"Makin Gencar, Ini Upaya BRI Terapkan ESG di Indonesia",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,makin gencar ini upaya bri terapkan esg di indonesia
"Pembayaran Terdebet 2 Kali, Refund BRI Belum Diterima",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pembayaran terdebet kali refund bri belum diterima
Kronologi Perampokan di BRI RS Sardjito,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kronologi perampokan di bri rs sardjito
BRI Beberkan 4 Skema Relaksasi Bagi UMKM Terdampak Covid-19,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri beberkan skema relaksasi bagi umkm terdampak covid
Perampok Bersenpi di Tangerang Ikat Karyawan BRI dan Ancam Nasabah,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok bersenpi di tangerang ikat karyawan bri dan ancam nasabah
BRI Bakal Bawa UMKM Lokal Mendunia Lewat Program Ini,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bakal bawa umkm lokal mendunia lewat program ini
BRI Group Gelar Bazar Inklusi Keuangan untuk Rakyat di Jayapura,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri group gelar bazar inklusi keuangan untuk rakyat di jayapura
"Akselerasi Industri Otomotif, BRI Biayai IKM Lokal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,akselerasi industri otomotif bri biayai ikm lokal
"Emas 59 Kg Hilang, BRI Dihukum Ganti Uang Nasabah Rp 42 Miliar",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,emas kg hilang bri dihukum ganti uang nasabah rp miliar
"Akselerasi Digitalisasi UMKM, BRI Sinergikan Tiga Ekosistem",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,akselerasi digitalisasi umkm bri sinergikan tiga ekosistem
Milenial Cari Cuan di Pasar Modal? Simak Tips BRI Prioritas,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,milenial cari cuan di pasar modal simak tips bri prioritas
Teler BRI Penilep Dana PIP Sudah Diberhentikan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,teler bri penilep dana pip sudah diberhentikan
BRI Meneropong Potensi Resesi Indonesia pada 2023 Hanya 2 Persen,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri meneropong potensi resesi indonesia pada hanya persen
BRI Raih Penghargaan Sebagai The Best Bank in Digital Service,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raih penghargaan sebagai the best bank in digital service
"Bantu UMKM Naik Kelas, BRI Lakukan Pendampingan Lewat Inkubator",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bantu umkm naik kelas bri lakukan pendampingan lewat inkubator
BRI Eksekusi Rights Issue Saham Bank Raya Rp 1 Triliun,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri eksekusi rights issue saham bank raya rp triliun
"Hari Sumpah Pemuda, BRI Semangati Mahasiswa Lewat Buku",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,hari sumpah pemuda bri semangati mahasiswa lewat buku
BRI Jadi BO Valas Bersama Kementerian Keuangan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri jadi bo valas bersama kementerian keuangan
Tas yang Ditinggalkan Perampok BRI di RS Sardjito 80 Persen Bom,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,tas yang ditinggalkan perampok bri di rs sardjito persen bom
"Majukan Industri Otomotif, BRI Group Rangkul Startup Broom",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,majukan industri otomotif bri group rangkul startup broom
"Sah! Panen Hadiah Simpedes BRI Dimulai dari Purwodadi, Tebar 77 Item",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sah panen hadiah simpedes bri dimulai dari purwodadi tebar item
BRI Kanwil Jakarta II Salurkan Sembako ke Anak Yatim & Lansia di Bogor,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kanwil jakarta ii salurkan sembako ke anak yatim lansia di bogor
BRI Dorong Ekspor Produk UMKM ke Australia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dorong ekspor produk umkm ke australia
BRI Imbau Nasabah Waspadai Penipuan Link Undangan Nikah Digital,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri imbau nasabah waspadai penipuan link undangan nikah digital
Semarak BRIFFEST di Puncak HUT ke-124 Wujud Apresiasi BRI ke Pegawai,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,semarak briffest di puncak hut ke wujud apresiasi bri ke pegawai
"Agar Tak Tertinggal di Era Digital, BRI Gelar Pelatihan Kehumasan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,agar tak tertinggal di era digital bri gelar pelatihan kehumasan
Tanggapan BRI untuk Surat Pembaca Ibu Indrasari,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk surat pembaca ibu indrasari
"BRI Anggarkan Rp 2,5 Triliun untuk Buyback Saham",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri anggarkan rp triliun untuk buyback saham
"Bos BRI: Layani 34 Juta UMKM, Pajak & Dividen Balik ke Rakyat",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri layani juta umkm pajak dividen balik ke rakyat
"Gaet Yayasan Dian Sastro, BRI bagi Beasiswa ke Siswi Terdampak COVID",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gaet yayasan dian sastro bri bagi beasiswa ke siswi terdampak covid
"Politikus PDIP-Hanura Jadi Komisaris BRI, PD: Jauhkan BUMN dari Politik!",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,politikus pdip hanura jadi komisaris bri pd jauhkan bumn dari politik
"Bos BRI Ungkap Alasan Buyback Saham Rp 1,5 T",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri ungkap alasan buyback saham rp t
BRI Sediakan Dapur Umum-Posko Trauma Healing bagi Korban Gempa Cianjur,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri sediakan dapur umum posko trauma healing bagi korban gempa cianjur
"Raup Laba Rp14,9 T di Paruh Pertama 2018, Bank BRI Fokus Garap UMKM",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,raup laba rp t di paruh pertama bank bri fokus garap umkm
ATM BRI di Beji Depok Dibobol Maling,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,atm bri di beji depok dibobol maling
"Khusus Nasabah BRI, Mudik Lebih Mudah dengan Aplikasi Jalur Mudik",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,khusus nasabah bri mudik lebih mudah dengan aplikasi jalur mudik
Simak Nih! Dirut BRI Janjikan Bunga Kredit Turun 3 Bulan ke Depan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,simak nih dirut bri janjikan bunga kredit turun bulan ke depan
Top! BRI Borong Penghargaan Global Private Banking,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,top bri borong penghargaan global private banking
"Dorong Penggunaan Kendaraan Listrik, PLN dan BRI Resmikan SPKLU di Jakarta",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dorong penggunaan kendaraan listrik pln dan bri resmikan spklu di jakarta
"Lambungkan Image Teh Indonesia, BRI Bawa Sila Tea ke Belanda",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,lambungkan image teh indonesia bri bawa sila tea ke belanda
"Garap Fintech Mikro, BRI Agro Janjikan Pinjaman Cair Dalam 10 Menit",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,garap fintech mikro bri agro janjikan pinjaman cair dalam menit
Polisi Selidiki Soal Uang Nasabah BRI Rp 87 Juta Lenyap di Rekening,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi selidiki soal uang nasabah bri rp juta lenyap di rekening
BRI Buyback Saham Sebesar Rp 3 Triliun,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri buyback saham sebesar rp triliun
"Bukan Sok-sokan, Ini Jurus BRI Dorong Investasi Hijau",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bukan sok sokan ini jurus bri dorong investasi hijau
"Rasio NPL BRI Terkendali di 3,26%, Siapkan 2,7x Cadangan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,rasio npl bri terkendali di siapkan x cadangan
BRI Siapkan Bank Raya Jadi Bank Digital Sejak 2017,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan bank raya jadi bank digital sejak
BRI Ventures Bina 8 Startup Lewat Akselerator Sembrani Wira,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ventures bina startup lewat akselerator sembrani wira
"Tahun Buku 2018, BRI Tebar Dividen Rp 16,17 Triliun Ke Pemegang Saham",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tahun buku bri tebar dividen rp triliun ke pemegang saham
"Rektor UI Rangkap Jabatan Wakil Komut BRI, Pakar: Itu Melanggar Aturan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,rektor ui rangkap jabatan wakil komut bri pakar itu melanggar aturan
"Buyback Rp 3 Triliun Tuntas, BRI Tambah Lagi Rp 1,5 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,buyback rp triliun tuntas bri tambah lagi rp triliun
"UMKM EXPO(RT) BRILianpreneur 2022 Dinilai Sukses, Mau Bukti?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,umkm expo rt brilianpreneur dinilai sukses mau bukti
Tanggapan Bank BRI untuk Surat Saudari Dian,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bank bri untuk surat saudari dian
"Dukung Ekonomi Kreatif, BANK BRI Resmikan Co-Working Space",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung ekonomi kreatif bank bri resmikan co working space
"Booking Hotel Agoda Dianggap Gagal, Rekening BRI Terpotong",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,booking hotel agoda dianggap gagal rekening bri terpotong
Horas! BRI Pesta Rakyat Simpedes Sambangi Kota Medan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,horas bri pesta rakyat simpedes sambangi kota medan
"Biayai Distributor, Pertamina Lubricants Gandeng Mandiri dan BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,biayai distributor pertamina lubricants gandeng mandiri dan bri
BRI Sabet Penghargaan Internasional Best Priority Banking,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri sabet penghargaan internasional best priority banking
Mau Bawa Pulang VW Scirocco? Buruan Buka Tabungan BRI BritAma,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,mau bawa pulang vw scirocco buruan buka tabungan bri britama
